YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von E Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2017-07,Albanien,121,575,309,266,842,0,0,0,3,414,425,862,349,0,0,0,2,392,90,0,0,0,1,22,311,24
2017-07,Bosnien und Herzegowina,122,93,46,47,201,0,1,1,1,83,115,157,90,0,1,1,0,68,17,0,0,0,1,15,91,7
2017-07,Belgien,124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Bulgarien,125,0,0,0,7,0,0,0,0,7,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0
2017-07,Daenemark u. Faeroeer,126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Frankreich,129,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-07,Kroatien,130,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-07,Slowenien,131,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Griechenland,134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Italien,137,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Lettland,139,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Montenegro,140,19,11,8,64,0,0,0,0,39,25,88,35,0,0,0,0,37,11,0,0,0,0,2,11,3
2017-07,Litauen,142,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Mazedonien,144,367,199,168,673,0,1,0,2,342,328,633,364,0,1,0,1,287,32,0,0,0,1,55,249,47
2017-07,Moldau (Republik),146,34,24,10,41,0,1,0,0,27,13,50,10,0,1,0,0,25,3,0,0,0,0,2,10,0
2017-07,Niederlande,148,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-07,Kosovo,150,132,69,63,443,0,0,1,5,248,189,569,206,0,0,0,4,221,48,0,0,1,1,27,128,13
2017-07,Oesterreich,151,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Polen,152,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2017-07,Portugal,153,1,1,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-07,Rumaenien,154,0,0,0,2,0,0,0,0,2,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2017-07,Slowakische Republik,155,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2017-07,Schweiz,158,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Russische Foederation,160,546,403,143,1270,17,26,43,51,621,512,2856,646,17,25,38,41,561,418,0,1,5,10,60,23,71
2017-07,Spanien,161,0,0,0,2,0,0,0,0,2,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2017-07,Tuerkei,163,598,564,34,1528,117,195,9,15,990,202,3577,395,116,194,6,13,947,153,1,1,3,2,43,26,23
2017-07,Tschechische Republik,164,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-07,Ungarn,165,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Ukraine,166,114,97,17,540,0,5,3,17,329,186,1070,78,0,5,3,17,322,140,0,0,0,0,7,34,12
2017-07,Grossbritannien mit Nordirland,168,0,0,0,7,0,0,0,0,6,1,3,0,0,0,0,0,6,1,0,0,0,0,0,0,0
2017-07,Weissrussland,169,33,29,4,60,0,2,0,0,21,37,128,20,0,2,0,0,19,32,0,0,0,0,2,0,5
2017-07,Serbien,170,350,163,187,606,0,0,1,2,290,313,614,405,0,0,0,1,261,39,0,0,1,1,29,247,27
2017-07,Britisch abh.Geb.Europa,195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,sonst. europ. Staatsangeh.,199,0,0,0,1,0,0,0,0,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-07,Algerien,221,154,127,27,265,0,2,7,5,118,133,546,95,0,1,7,5,113,93,0,1,0,0,5,29,11
2017-07,Angola,223,8,8,0,36,0,1,0,6,12,17,121,4,0,1,0,6,12,16,0,0,0,0,0,0,1
2017-07,Eritrea,224,742,728,14,1900,111,804,715,52,23,195,4052,123,111,798,711,41,23,181,0,6,4,11,0,4,10
2017-07,Aethiopien,225,100,95,5,804,1,90,16,69,531,97,1615,43,1,90,16,64,527,62,0,0,0,5,4,17,18
2017-07,Botsuana,227,0,0,0,2,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2017-07,Benin,229,10,10,0,24,0,0,1,1,15,7,62,3,0,0,1,1,14,7,0,0,0,0,1,0,0
2017-07,Dschibuti,230,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-07,Elfenbeinkueste (Cote d Ivoire),231,55,51,4,365,0,10,4,19,202,130,778,22,0,10,4,19,202,126,0,0,0,0,0,0,4
2017-07,Nigeria,232,733,697,36,1734,4,151,10,191,841,537,6422,406,4,141,10,158,828,462,0,10,0,33,13,29,46
2017-07,Simbabwe,233,12,12,0,68,9,14,2,0,38,5,57,0,9,14,2,0,38,5,0,0,0,0,0,0,0
2017-07,Gabun,236,0,0,0,1,0,0,0,0,0,1,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-07,Gambia,237,153,147,6,819,0,11,6,15,521,266,4961,201,0,11,6,11,510,238,0,0,0,4,11,13,15
2017-07,Ghana,238,97,84,13,231,0,1,3,14,158,55,588,26,0,1,3,13,157,46,0,0,0,1,1,5,4
2017-07,Mauretanien,239,16,13,3,8,0,0,0,0,3,5,43,4,0,0,0,0,3,5,0,0,0,0,0,0,0
2017-07,Cabo Verde,242,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Kenia,243,15,15,0,53,0,3,0,0,45,5,65,5,0,3,0,0,45,4,0,0,0,0,0,1,0
2017-07,Komoren,244,0,0,0,8,0,0,0,0,7,1,11,0,0,0,0,0,7,1,0,0,0,0,0,0,0
2017-07,Kongo,245,7,7,0,13,0,2,3,0,6,2,50,2,0,1,3,0,6,1,0,1,0,0,0,0,1
2017-07,"Kongo, Dem. Republik",246,36,33,3,105,1,7,7,15,55,20,226,25,1,7,7,15,50,13,0,0,0,0,5,2,5
2017-07,Liberia,247,10,10,0,13,0,2,0,0,4,7,183,9,0,2,0,0,4,7,0,0,0,0,0,0,0
2017-07,Libyen,248,119,110,9,112,1,11,18,3,29,50,428,30,1,11,18,3,28,46,0,0,0,0,1,3,1
2017-07,Mali,251,50,47,3,162,0,7,2,10,61,82,339,23,0,7,2,10,60,75,0,0,0,0,1,1,6
2017-07,Marokko,252,199,174,25,306,0,6,7,8,152,133,543,74,0,6,7,6,146,106,0,0,0,2,6,22,5
2017-07,Mauritius,253,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-07,Mosambik,254,0,0,0,2,0,0,0,0,1,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2017-07,Niger,255,9,8,1,16,0,0,0,0,7,9,50,4,0,0,0,0,7,7,0,0,0,0,0,0,2
2017-07,Sambia,257,2,2,0,1,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-07,Burkina-Faso,258,20,17,3,18,0,0,0,0,5,13,62,3,0,0,0,0,5,9,0,0,0,0,0,0,4
2017-07,Guinea-Bissau,259,25,20,5,41,0,0,0,2,14,25,93,11,0,0,0,1,14,21,0,0,0,1,0,0,4
2017-07,Guinea,261,291,276,15,683,1,44,11,38,288,301,2118,74,1,44,11,38,284,290,0,0,0,0,4,5,6
2017-07,Kamerun,262,94,91,3,254,0,10,7,6,166,65,976,49,0,9,7,6,163,58,0,1,0,0,3,2,5
2017-07,Suedafrika,263,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Ruanda,265,2,2,0,4,1,2,0,0,1,0,112,2,1,2,0,0,1,0,0,0,0,0,0,0,0
2017-07,Namibia,267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07,Senegal,269,32,13,19,91,0,0,0,4,52,35,121,35,0,0,0,3,45,16,0,0,0,1,7,10,9
