YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von E Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2017-06,Albanien,121,523,317,206,649,0,0,1,6,376,266,1020,429,0,0,1,6,371,64,0,0,0,0,5,186,16
2017-06,Bosnien und Herzegowina,122,83,41,42,180,0,0,0,0,97,83,195,158,0,0,0,0,87,24,0,0,0,0,10,57,2
2017-06,Belgien,124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Bulgarien,125,0,0,0,1,0,0,0,0,1,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-06,Daenemark u. Faeroeer,126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Frankreich,129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Kroatien,130,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Slowenien,131,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Griechenland,134,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-06,Italien,137,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Lettland,139,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Montenegro,140,48,18,30,80,0,0,0,0,26,54,125,43,0,0,0,0,26,4,0,0,0,0,0,48,2
2017-06,Litauen,142,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-06,Mazedonien,144,409,212,197,589,0,0,0,0,273,316,752,541,0,0,0,0,229,52,0,0,0,0,44,236,28
2017-06,Moldau (Republik),146,27,19,8,43,0,0,0,0,29,14,52,11,0,0,0,0,29,8,0,0,0,0,0,6,0
2017-06,Niederlande,148,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Kosovo,150,177,98,79,290,0,0,1,8,179,102,738,310,0,0,1,8,159,35,0,0,0,0,20,58,9
2017-06,Oesterreich,151,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Polen,152,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Portugal,153,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2017-06,Rumaenien,154,0,0,0,3,0,0,0,0,2,1,10,0,0,0,0,0,2,1,0,0,0,0,0,0,0
2017-06,Slowakische Republik,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Russische Foederation,160,503,399,104,1163,25,27,25,16,593,477,3289,623,25,27,17,16,528,307,0,0,8,0,65,40,130
2017-06,Spanien,161,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Tuerkei,163,488,454,34,1208,94,199,9,9,734,163,4429,453,94,195,9,8,694,133,0,4,0,1,40,16,14
2017-06,Tschechische Republik,164,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Ungarn,165,1,1,0,1,0,0,0,0,0,1,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-06,Ukraine,166,141,130,11,337,0,2,5,6,205,119,1433,110,0,2,5,6,204,106,0,0,0,0,1,8,5
2017-06,Grossbritannien mit Nordirland,168,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Weissrussland,169,36,33,3,53,0,0,2,0,34,17,143,21,0,0,2,0,34,10,0,0,0,0,0,1,6
2017-06,Serbien,170,284,141,143,467,0,0,0,6,190,271,731,517,0,0,0,5,162,65,0,0,0,1,28,183,23
2017-06,Britisch abh.Geb.Europa,195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,sonst. europ. Staatsangeh.,199,0,0,0,1,0,0,0,0,1,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-06,Algerien,221,135,116,19,235,0,2,1,3,118,111,626,104,0,2,1,2,113,81,0,0,0,1,5,21,9
2017-06,Angola,223,11,11,0,24,0,0,0,7,7,10,140,5,0,0,0,7,7,8,0,0,0,0,0,1,1
2017-06,Eritrea,224,975,954,21,1629,68,674,587,51,34,215,5115,130,68,674,585,43,33,197,0,0,2,8,1,3,15
2017-06,Aethiopien,225,111,107,4,740,0,83,16,65,519,57,2138,57,0,80,16,64,515,42,0,3,0,1,4,12,3
2017-06,Botsuana,227,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Benin,229,10,10,0,29,0,0,1,3,20,5,74,4,0,0,1,3,20,5,0,0,0,0,0,0,0
2017-06,Dschibuti,230,0,0,0,2,0,0,0,1,1,0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2017-06,Elfenbeinkueste (Cote d Ivoire),231,83,83,0,451,1,12,2,16,157,263,1076,18,1,12,2,14,155,259,0,0,0,2,2,4,0
2017-06,Nigeria,232,635,608,27,1774,0,128,16,156,1058,416,7252,468,0,123,16,153,1042,371,0,5,0,3,16,5,40
2017-06,Simbabwe,233,13,13,0,77,9,5,0,2,55,6,112,0,9,5,0,2,55,6,0,0,0,0,0,0,0
2017-06,Gabun,236,0,0,0,2,0,0,0,0,1,1,29,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2017-06,Gambia,237,171,165,6,852,0,7,3,11,573,258,5568,235,0,7,3,11,570,244,0,0,0,0,3,5,9
2017-06,Ghana,238,113,102,11,193,0,1,0,8,142,42,710,26,0,1,0,7,140,35,0,0,0,1,2,6,1
2017-06,Mauretanien,239,2,2,0,13,0,0,0,0,10,3,39,1,0,0,0,0,9,1,0,0,0,0,1,0,2
2017-06,Cabo Verde,242,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Kenia,243,12,12,0,28,1,0,0,0,19,8,100,5,1,0,0,0,19,7,0,0,0,0,0,1,0
2017-06,Komoren,244,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Kongo,245,5,3,2,17,0,0,4,0,4,9,61,5,0,0,4,0,4,8,0,0,0,0,0,1,0
2017-06,"Kongo, Dem. Republik",246,35,35,0,175,0,12,4,41,101,17,276,31,0,12,4,35,96,5,0,0,0,6,5,6,6
2017-06,Liberia,247,10,9,1,34,0,1,0,1,0,32,189,9,0,1,0,1,0,32,0,0,0,0,0,0,0
2017-06,Libyen,248,92,89,3,119,2,9,8,9,44,47,433,23,2,9,8,9,43,42,0,0,0,0,1,1,4
2017-06,Mali,251,46,44,2,169,0,5,0,7,96,61,442,28,0,5,0,6,94,57,0,0,0,1,2,1,3
2017-06,Marokko,252,147,117,30,253,0,8,6,6,123,110,610,81,0,8,6,6,118,83,0,0,0,0,5,24,3
2017-06,Mauritius,253,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-06,Mosambik,254,1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Niger,255,13,9,4,16,0,0,0,0,8,8,56,5,0,0,0,0,8,6,0,0,0,0,0,0,2
2017-06,Sambia,257,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-06,Burkina-Faso,258,11,9,2,17,0,0,0,1,10,6,52,4,0,0,0,1,9,4,0,0,0,0,1,1,1
2017-06,Guinea-Bissau,259,17,13,4,50,0,1,0,2,28,19,104,11,0,1,0,2,28,16,0,0,0,0,0,3,0
2017-06,Guinea,261,323,315,8,643,0,37,21,45,341,199,2497,62,0,36,21,45,338,185,0,1,0,0,3,5,9
2017-06,Kamerun,262,59,58,1,324,0,11,3,13,224,73,1108,58,0,11,3,12,221,58,0,0,0,1,3,4,11
2017-06,Suedafrika,263,0,0,0,4,0,0,0,0,4,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2017-06,Ruanda,265,4,4,0,1,0,0,0,0,0,1,113,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-06,Namibia,267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Senegal,269,24,16,8,67,0,3,0,2,39,23,162,42,0,3,0,2,34,15,0,0,0,0,5,5,3
2017-06,Sierra Leone,272,63,61,2,315,0,18,4,29,215,49,625,35,0,18,4,29,212,36,0,0,0,0,3,5,8
2017-06,Somalia,273,494,466,28,1252,1,310,291,153,177,320,5479,372,1,307,285,140,172,284,0,3,6,13,5,15,21
2017-06,Aequatorialguinea,274,0,0,0,1,0,0,0,0,1,0,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-06,Sudan (ohne Suedsudan),277,80,71,9,803,5,171,202,22,223,180,1529,75,5,170,200,20,221,165,0,1,2,2,2,3,12
2017-06,Suedsudan,278,9,9,0,9,0,0,2,0,2,5,93,7,0,0,2,0,2,5,0,0,0,0,0,0,0
2017-06,Tansania,282,1,1,0,7,0,0,0,0,5,2,79,19,0,0,0,0,5,2,0,0,0,0,0,0,0
2017-06,Togo,283,19,19,0,105,0,3,0,4,73,25,544,29,0,3,0,2,72,23,0,0,0,2,1,1,1
2017-06,Tschad,284,4,4,0,19,0,1,0,2,8,8,46,9,0,1,0,0,8,6,0,0,0,2,0,1,1
2017-06,Tunesien,285,33,23,10,71,0,0,0,0,37,34,161,30,0,0,0,0,36,28,0,0,0,0,1,5,1
2017-06,Uganda,286,7,5,2,14,1,1,0,0,10,2,86,17,1,1,0,0,10,2,0,0,0,0,0,0,0
2017-06,Aegypten,287,80,72,8,178,4,18,1,3,103,49,541,43,4,18,1,2,102,39,0,0,0,1,1,4,6
2017-06,Zentralafrikanische Republik,289,4,3,1,14,0,1,2,1,5,5,46,6,0,1,2,1,5,4,0,0,0,0,0,0,1
2017-06,Burundi,291,5,5,0,1,0,0,0,0,1,0,36,3,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-06,sonst. afrik. Staatsangeh.,299,1,0,1,23,0,1,0,0,19,3,83,9,0,1,0,0,19,0,0,0,0,0,0,1,2
2017-06,Argentinien,323,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-06,Bahamas,324,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Brasilien,327,0,0,0,2,0,0,0,0,0,2,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2017-06,Chile,332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,Costa Rica,334,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-06,Dominikanische Republik,335,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06,El Salvador,337,5,5,0,4,0,0,1,0,0,3,16,0,0,0,1,0,0,3,0,0,0,0,0,0,0
