YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2017-01,0,2,0,5,400,262
2017-02,0,2,2,11,343,251
2017-03,0,2,8,6,394,234
2017-04,0,2,6,6,403,169
2017-05,0,2,1,11,590,262
2017-06,1,2,0,11,289,172
2017-07,1,0,0,4,316,135
2017-08,1,1,0,1,327,115
2017-09,0,0,0,9,269,107
2017-10,0,1,6,7,316,93
2017-11,0,0,4,5,306,112
2017-12,0,1,0,9,320,111
2018-01,2,0,0,9,704,139
2018-02,0,4,2,2,691,130
2018-03,0,1,6,10,626,117
2018-04,0,0,0,9,430,90
2018-05,0,1,0,0,279,80
2018-06,0,0,0,3,271,63
2018-07,0,0,0,1,143,55
2018-08,0,0,0,1,182,90
2018-09,0,0,0,1,135,38
2018-10,0,0,1,4,212,62
2018-11,0,1,0,4,252,77
2018-12,0,0,0,0,215,63
