YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2020-02,Albanien,121,235,177,58,235,0,1,0,0,127,107,330,99,0,0,0,0,122,26,0,1,0,0,5,64,17
2020-02,Bosnien und Herzegowina,122,42,26,16,41,0,0,0,0,8,33,51,26,0,0,0,0,8,7,0,0,0,0,0,23,3
2020-02,Belgien,124,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Bulgarien,125,2,2,0,2,0,0,0,0,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2020-02,Kroatien,130,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Griechenland,134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Italien,137,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Montenegro,140,30,7,23,44,0,0,0,0,8,36,24,42,0,0,0,0,7,0,0,0,0,0,1,33,3
2020-02,Litauen,142,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Nordmazedonien,144,124,63,61,170,0,0,0,0,95,75,123,101,0,0,0,0,73,18,0,0,0,0,22,49,8
2020-02,"Moldau, Republik",146,262,152,110,434,0,0,0,0,217,217,346,67,0,0,0,0,210,108,0,0,0,0,7,99,10
2020-02,Niederlande,148,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-02,Norwegen,149,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-02,Kosovo,150,64,32,32,97,0,0,0,0,54,43,99,52,0,0,0,0,49,11,0,0,0,0,5,24,8
2020-02,Oesterreich,151,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-02,Polen,152,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Rumaenien,154,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Schweden,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Russische Foederation,160,343,208,135,488,3,5,5,1,155,319,768,301,3,5,4,1,153,161,0,0,1,0,2,79,79
2020-02,Spanien,161,3,3,0,1,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-02,Tuerkei,163,713,656,57,873,43,338,2,1,405,84,5897,246,43,330,2,1,388,55,0,8,0,0,17,23,6
2020-02,Ungarn,165,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Ukraine,166,89,70,19,148,0,1,0,4,72,71,358,45,0,1,0,4,68,26,0,0,0,0,4,28,17
2020-02,Weissrussland,169,21,21,0,14,0,0,0,0,5,9,41,5,0,0,0,0,3,9,0,0,0,0,2,0,0
2020-02,Serbien,170,200,84,116,214,0,0,0,0,91,123,163,178,0,0,0,0,75,18,0,0,0,0,16,83,22
2020-02,Zypern,181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Algerien,221,136,107,29,153,0,0,0,0,70,83,226,49,0,0,0,0,67,54,0,0,0,0,3,21,8
2020-02,Angola,223,30,30,0,20,0,0,2,0,6,12,127,4,0,0,2,0,6,10,0,0,0,0,0,1,1
2020-02,Eritrea,224,248,238,10,287,3,151,47,25,24,37,1389,63,3,150,44,22,24,24,0,1,3,3,0,11,2
2020-02,Aethiopien,225,67,43,24,107,0,27,2,5,40,33,261,73,0,25,1,5,35,10,0,2,1,0,5,17,6
2020-02,Benin,229,5,3,2,4,0,0,0,0,0,4,29,2,0,0,0,0,0,4,0,0,0,0,0,0,0
2020-02,Dschibuti,230,1,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Elfenbeinkueste (Cote d Ivoire),231,37,30,7,53,0,1,3,0,29,20,194,14,0,1,3,0,27,13,0,0,0,0,2,2,5
2020-02,Nigeria,232,415,312,103,628,0,9,3,13,264,339,2158,358,0,7,3,11,248,156,0,2,0,2,16,98,85
2020-02,Simbabwe,233,9,8,1,7,1,0,0,0,2,4,67,3,1,0,0,0,2,4,0,0,0,0,0,0,0
2020-02,Gabun,236,1,1,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020-02,Gambia,237,120,98,22,132,0,4,0,0,37,91,311,66,0,4,0,0,34,45,0,0,0,0,3,13,33
2020-02,Ghana,238,65,58,7,78,0,0,1,0,55,22,200,40,0,0,1,0,52,15,0,0,0,0,3,2,5
2020-02,Mauretanien,239,4,4,0,8,0,1,0,0,1,6,30,6,0,1,0,0,1,5,0,0,0,0,0,0,1
2020-02,Kenia,243,24,21,3,44,0,0,0,0,32,12,91,9,0,0,0,0,30,10,0,0,0,0,2,1,1
2020-02,Komoren,244,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Kongo,245,3,3,0,3,0,2,0,0,1,0,24,0,0,2,0,0,1,0,0,0,0,0,0,0,0
2020-02,"Kongo, Demokratische Republik",246,19,15,4,17,0,0,0,1,9,7,99,11,0,0,0,1,9,3,0,0,0,0,0,0,4
2020-02,Liberia,247,9,9,0,7,0,0,3,1,2,1,57,3,0,0,3,1,2,1,0,0,0,0,0,0,0
2020-02,Libyen,248,55,51,4,65,2,2,12,2,27,20,284,25,2,2,12,2,25,16,0,0,0,0,2,1,3
2020-02,Madagaskar,249,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Mali,251,22,14,8,30,0,4,1,0,9,16,65,13,0,4,1,0,9,10,0,0,0,0,0,2,4
2020-02,Marokko,252,108,88,20,115,0,2,0,2,54,57,213,45,0,2,0,2,54,38,0,0,0,0,0,11,8
2020-02,Mauritius,253,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Mosambik,254,4,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Niger,255,5,2,3,8,0,0,0,0,4,4,13,10,0,0,0,0,4,1,0,0,0,0,0,2,1
2020-02,Malawi,256,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Sambia,257,1,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-02,Burkina Faso,258,14,10,4,5,0,0,0,0,2,3,29,5,0,0,0,0,2,3,0,0,0,0,0,0,0
2020-02,Guinea-Bissau,259,12,8,4,16,0,0,0,3,5,8,29,6,0,0,0,0,5,5,0,0,0,3,0,1,2
2020-02,Guinea,261,147,125,22,201,3,19,5,10,101,63,856,82,3,19,5,10,95,36,0,0,0,0,6,12,15
2020-02,Kamerun,262,70,66,4,77,0,2,0,1,52,22,330,21,0,2,0,1,50,18,0,0,0,0,2,2,2
2020-02,Suedafrika,263,0,0,0,6,0,0,0,0,5,1,6,0,0,0,0,0,5,1,0,0,0,0,0,0,0
2020-02,Ruanda,265,3,3,0,0,0,0,0,0,0,0,106,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Namibia,267,5,5,0,5,0,0,0,0,5,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2020-02,Senegal,269,28,19,9,26,0,0,0,0,12,14,48,18,0,0,0,0,12,8,0,0,0,0,0,5,1
2020-02,Sierra Leone,272,22,16,6,21,0,3,0,2,7,9,101,15,0,3,0,0,7,3,0,0,0,2,0,4,2
2020-02,Somalia,273,296,242,54,399,6,121,19,30,57,166,1419,146,6,118,18,21,55,105,0,3,1,9,2,29,32
2020-02,Aequatorialguinea,274,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Sudan,277,49,37,12,87,0,5,0,3,48,31,261,55,0,5,0,3,47,18,0,0,0,0,1,6,7
2020-02,Suedsudan,278,2,2,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,"Tansania, Vereinigte Republik",282,8,6,2,9,0,0,0,0,5,4,60,3,0,0,0,0,5,4,0,0,0,0,0,0,0
2020-02,Togo,283,16,14,2,18,0,0,0,0,10,8,60,9,0,0,0,0,10,8,0,0,0,0,0,0,0
2020-02,Tschad,284,8,5,3,13,0,0,0,0,3,10,26,5,0,0,0,0,3,6,0,0,0,0,0,1,3
2020-02,Tunesien,285,39,26,13,61,0,0,0,0,33,28,125,21,0,0,0,0,31,12,0,0,0,0,2,14,2
2020-02,Uganda,286,15,14,1,10,0,0,0,0,9,1,68,2,0,0,0,0,9,0,0,0,0,0,0,0,1
2020-02,Aegypten,287,90,78,12,44,5,3,0,1,10,25,364,41,5,2,0,1,9,15,0,1,0,0,1,10,0
2020-02,Zentralafrikanische Republik,289,3,2,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Burundi,291,4,4,0,1,0,0,0,0,0,1,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-02,Argentinien,323,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Bahamas,324,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Bolivien,326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Brasilien,327,3,3,0,2,0,0,0,0,2,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-02,Guyana,328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Chile,332,1,1,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-02,Costa Rica,334,1,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-02,Dominikanische Republik,335,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Ecuador,336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,El Salvador,337,8,8,0,7,0,0,6,0,1,0,33,0,0,0,6,0,1,0,0,0,0,0,0,0,0
2020-02,Guatemala,345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Haiti,346,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Honduras,347,1,1,0,4,0,1,3,0,0,0,30,0,0,1,3,0,0,0,0,0,0,0,0,0,0
2020-02,Kanada,348,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Kolumbien,349,80,79,1,60,0,0,0,0,59,1,394,1,0,0,0,0,58,1,0,0,0,0,1,0,0
2020-02,Kuba,351,16,15,1,11,0,0,0,0,4,7,16,4,0,0,0,0,4,4,0,0,0,0,0,3,0
2020-02,Mexiko,353,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2020-02,Nicaragua,354,16,16,0,16,0,0,0,0,15,1,46,0,0,0,0,0,15,1,0,0,0,0,0,0,0
2020-02,Jamaika,355,1,1,0,6,0,0,0,0,6,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0
2020-02,Paraguay,359,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Peru,361,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Venezuela,367,132,132,0,184,5,0,0,54,124,1,632,5,5,0,0,54,124,1,0,0,0,0,0,0,0
2020-02,Vereinigte Staaten v. Amerika,368,0,0,0,6,0,0,0,0,6,0,13,1,0,0,0,0,6,0,0,0,0,0,0,0,0
2020-02,Trinidad und Tobago,371,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,China (Hongkong),411,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02,Jemen,421,61,58,3,60,0,4,35,4,10,7,399,7,0,4,35,2,10,7,0,0,0,2,0,0,0
