YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von E Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2016-10,Albanien,121,1007,695,312,2478,0,1,7,15,2027,428,5495,687,0,1,4,12,2010,239,0,0,3,3,17,169,20
2016-10,Bosnien und Herzegowina,122,248,99,149,391,0,0,0,0,209,182,764,426,0,0,0,0,192,30,0,0,0,0,17,136,16
2016-10,Andorra,123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10,Belgien,124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10,Bulgarien,125,0,0,0,2,0,0,0,0,0,2,11,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2016-10,Estland,127,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-10,Frankreich,129,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10,Kroatien,130,3,3,0,4,0,0,0,0,0,4,15,4,0,0,0,0,0,4,0,0,0,0,0,0,0
2016-10,Slowenien,131,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10,Griechenland,134,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10,Italien,137,3,3,0,3,0,0,0,0,2,1,29,0,0,0,0,0,2,1,0,0,0,0,0,0,0
2016-10,Lettland,139,0,0,0,1,0,0,0,0,1,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-10,Montenegro,140,70,42,28,137,0,0,0,1,100,36,296,95,0,0,0,0,100,28,0,0,0,1,0,8,0
2016-10,Litauen,142,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-10,Mazedonien,144,462,253,209,834,0,0,1,0,551,282,2172,1188,0,0,1,0,504,94,0,0,0,0,47,164,24
2016-10,Moldau (Republik),146,230,214,16,292,0,1,1,7,223,60,425,21,0,1,1,7,222,52,0,0,0,0,1,8,0
2016-10,Niederlande,148,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10,Kosovo,150,282,142,140,858,0,0,0,10,596,252,2760,726,0,0,0,10,574,110,0,0,0,0,22,124,18
