YEAR_MONTH,Asylberechtigt,Fluechtling,subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2019-01,0,1,1,1,19,30
2019-02,0,2,1,2,17,24
2019-03,0,2,0,1,15,31
2019-04,1,6,1,4,14,16
2019-05,0,3,0,1,11,20
2019-06,0,1,0,0,10,21
2019-07,0,2,0,0,9,11
2019-08,0,0,0,2,11,18
2019-09,0,2,0,4,6,18
2019-10,0,0,0,1,7,12
2019-11,0,0,0,3,9,17
2019-12,0,1,0,4,3,18
2020-01,0,1,0,3,8,27
2020-02,0,4,1,0,9,16
2020-03,0,2,0,1,9,18
2020-04,0,1,0,0,0,3
2020-05,0,1,0,1,9,9
2020-06,0,1,0,2,11,14
2020-07,1,0,0,1,12,7
2020-08,0,0,0,1,10,13
2020-09,0,2,0,1,10,3
2020-10,0,9,1,0,5,10
2020-11,0,1,0,1,17,8
2020-12,0,1,0,1,17,5
