YEAR_MONTH,Asylberechtigt,Fluechtling,subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2019-01,2,7,16,7,32,35
2019-02,0,4,13,1,34,44
2019-03,0,2,4,4,41,34
2019-04,1,15,4,3,31,30
2019-05,1,2,5,2,21,32
2019-06,0,7,2,1,13,25
2019-07,1,3,8,1,15,16
2019-08,0,8,10,1,21,26
2019-09,0,1,10,0,8,34
2019-10,1,1,11,1,19,32
2019-11,2,0,13,2,19,40
2019-12,1,1,7,4,26,32
2020-01,0,8,11,0,7,52
2020-02,2,2,12,2,27,20
2020-03,0,2,39,5,58,23
2020-04,1,5,12,1,7,3
2020-05,8,4,42,2,35,26
2020-06,0,3,12,5,28,29
2020-07,0,7,21,1,19,10
2020-08,5,5,14,5,10,19
2020-09,0,4,10,1,28,16
2020-10,1,0,6,6,12,32
2020-11,0,4,6,8,10,25
2020-12,0,3,10,3,11,18
