YEAR_MONTH,Asylberechtigt,Fluechtling,subs. Schutz,Abschiebungsverbot,Abgelehnt
2019-01,0,3,0,3,31
2019-02,0,8,0,1,22
2019-03,0,6,1,2,21
2019-04,0,3,0,2,17
2019-05,0,1,2,2,23
2019-06,0,1,2,2,25
2019-07,0,3,1,3,13
2019-08,0,1,0,0,20
2019-09,0,1,1,3,13
2019-10,0,2,0,1,12
2019-11,0,2,0,5,18
2019-12,0,0,0,2,13
2020-01,0,2,0,2,15
2020-02,0,3,0,2,7
2020-03,0,7,0,0,18
2020-04,1,2,0,0,18
2020-05,0,1,0,2,13
2020-06,0,0,0,5,11
2020-07,0,1,1,2,18
2020-08,0,2,0,1,19
2020-09,0,4,0,1,21
2020-10,0,3,0,1,4
2020-11,0,3,0,3,5
2020-12,0,2,0,1,10
