YEAR_MONTH,Asylberechtigt,Fluechtling,subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2019-01,9,154,29,9,128,121
2019-02,16,125,26,6,90,120
2019-03,5,250,35,12,92,146
2019-04,16,202,19,10,96,110
2019-05,10,182,14,8,70,148
2019-06,7,113,23,3,45,81
2019-07,14,160,38,5,74,99
2019-08,19,195,29,7,48,111
2019-09,6,160,36,4,59,78
2019-10,10,163,22,6,58,107
2019-11,10,178,31,9,58,72
2019-12,10,155,27,2,59,100
2020-01,8,164,31,2,61,98
2020-02,5,190,29,5,64,87
2020-03,3,189,17,5,66,77
2020-04,4,100,7,3,29,28
2020-05,5,170,20,16,106,88
2020-06,10,149,35,7,80,56
2020-07,5,168,25,7,81,86
2020-08,11,165,30,11,48,84
2020-10,13,247,34,7,57,94
2020-11,17,220,23,12,66,72
2020-12,10,198,17,6,57,39
