YEAR_MONTH,Asylberechtigt,Fluechtling,subs. Schutz,Abschiebungsverbot,Abgelehnt
2019-01,0,0,0,2,291
2019-02,0,0,0,5,241
2019-03,0,0,0,1,143
2019-04,0,0,0,0,101
2019-05,1,1,0,0,56
2019-06,0,0,0,1,35
2019-07,0,0,0,1,45
2019-08,0,0,0,2,61
2019-09,0,0,0,0,90
2019-10,0,0,0,0,52
2019-11,0,0,0,0,126
2019-12,0,0,0,1,84
2020-01,0,0,0,2,195
2020-02,0,0,0,0,217
2020-03,0,0,0,2,131
2020-04,0,0,0,0,2
2020-05,0,0,0,1,86
2020-06,0,0,0,3,41
2020-07,0,0,0,2,53
2020-08,0,0,0,2,80
2020-09,0,0,0,0,58
2020-10,0,0,0,0,95
2020-11,0,0,0,0,85
2020-12,0,0,0,0,55
