YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201604,Albanien,3658,2809,838,0.390071,0.300711
201604,Bosnien und Herzegowina,732,404,321,1.70316,0.956284
201604,Belgien,0,0,0,nd,nd
201604,Bulgarien,1,0,1,nd,nd
201604,Estland,0,0,0,nd,nd
201604,Frankreich,0,0,0,nd,nd
201604,Kroatien,3,0,3,nd,nd
201604,Slowenien,0,0,0,nd,nd
201604,Griechenland,2,0,2,nd,nd
201604,Italien,0,0,0,nd,nd
201604,Lettland,0,0,0,nd,nd
201604,Montenegro,199,143,52,2.72109,2.01005
201604,Litauen,0,0,0,nd,nd
201604,Mazedonien,1464,765,698,0.130548,0.068306
201604,Moldau (Republik),359,260,98,0.383142,0.278552
201604,Niederlande,0,0,0,nd,nd
201604,Kosovo,2291,1690,590,0.646678,0.48014
201604,Polen,0,0,0,nd,nd
201604,Portugal,0,0,0,nd,nd
201604,Rumänien,4,0,4,nd,nd
201604,Slowakische Republik,1,0,1,nd,nd
201604,Schweden,0,0,0,nd,nd
201604,Schweiz,0,0,0,nd,nd
201604,Russische Föderation,397,139,243,9.74026,3.77834
201604,Spanien,2,2,0,nd,nd
201604,Türkei,68,25,40,10.7143,4.41176
201604,Tschechische Republik,0,0,0,nd,nd
201604,Ungarn,8,0,8,nd,nd
201604,Ukraine,351,193,157,0.515464,0.2849
201604,Großbritannien mit Nordirland,0,0,0,nd,nd
201604,Weißrussland,24,1,22,50,4.16667
201604,Serbien,3012,1564,1446,0.127714,0.0664011
201604,sonst. europ. Staatsangeh.,0,0,0,nd,nd
201604,Algerien,884,425,455,0.932401,0.452489
201604,Angola,4,2,0,nd,nd
201604,Eritrea,1459,18,89,98.6861,92.6662
201604,Äthiopien,114,85,14,15,13.1579
201604,Botsuana,0,0,0,nd,nd
201604,Benin,14,5,9,0,0
201604,Dschibuti,0,0,0,nd,nd
201604,Elfenbeinküste (Cote d Ivoire),15,3,12,0,0
201604,Nigeria,82,24,55,11.1111,3.65854
201604,Simbabwe,0,0,0,nd,nd
201604,Gabun,0,0,0,nd,nd
201604,Gambia,41,12,28,7.69231,2.43902
201604,Ghana,98,72,20,7.69231,6.12245
201604,Mauretanien,2,0,2,nd,nd
201604,Cabo Verde,0,0,0,nd,nd
201604,Kenia,8,4,4,0,0
201604,Komoren,0,0,0,nd,nd
201604,Kongo,2,0,0,nd,nd
201604,"Kongo, Dem. Republik",7,3,4,0,0
201604,Liberia,1,0,1,nd,nd
201604,Libyen,46,18,18,35.7143,21.7391
201604,Mali,10,3,7,0,0
201604,Marokko,797,333,448,4.58453,2.00753
201604,Mauritius,0,0,0,nd,nd
201604,Mosambik,0,0,0,nd,nd
201604,Niger,7,1,6,0,0
201604,Malawi,0,0,0,nd,nd
201604,Sambia,0,0,0,nd,nd
201604,Burkina-Faso,13,7,6,0,0
201604,Guinea-Bissau,50,20,29,4.7619,2
201604,Guinea,41,15,21,25,12.1951
201604,Kamerun,33,14,18,6.66667,3.0303
201604,Südafrika,0,0,0,nd,nd
201604,Ruanda,1,0,0,nd,nd
201604,Namibia,1,1,0,nd,nd
201604,Senegal,177,153,21,1.92308,1.69492
201604,Sierra Leone,1,0,1,nd,nd
201604,Somalia,205,17,39,89.759,72.6829
201604,Äquatorialguinea,0,0,0,nd,nd
201604,Sudan (ohne Südsudan),32,1,20,91.6667,34.375
201604,Südsudan,1,0,1,nd,nd
201604,Tansania,0,0,0,nd,nd
201604,Togo,2,0,2,nd,nd
201604,Tschad,2,0,1,100,50
201604,Tunesien,305,73,230,2.66667,0.655738
201604,Uganda,1,0,0,nd,nd
201604,Ägypten,78,47,17,22.9508,17.9487
201604,Zentralafrikanische Republik,0,0,0,nd,nd
201604,Burundi,0,0,0,nd,nd
201604,sonst. afrik. Staatsangeh.,10,3,6,25,10
201604,Argentinien,0,0,0,nd,nd
