YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2018-01,2,0,0,9,704,139
2018-02,0,4,2,2,691,130
2018-03,0,1,6,10,626,117
2018-04,0,0,0,9,430,90
2018-05,0,1,0,0,279,80
2018-06,0,0,0,3,271,63
2018-07,0,0,0,1,143,55
2018-08,0,0,0,1,182,90
2018-09,0,0,0,1,135,38
2018-10,0,0,1,4,212,62
2018-11,0,1,0,4,252,77
2018-12,0,0,0,0,215,63
2019-01,0,0,0,3,354,88
2019-02,0,0,0,2,362,101
2019-03,0,0,0,2,339,94
2019-04,0,0,1,0,260,98
2019-05,0,1,0,2,223,80
2019-06,0,0,0,2,184,50
2019-07,0,0,0,0,206,75
2019-08,0,2,0,1,215,62
2019-09,0,1,0,0,209,86
2019-10,0,0,0,1,147,72
2019-11,0,0,0,3,132,64
