YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201502,Albanien,248,142,101,3.40136,2.01613
201502,Bosnien und Herzegowina,763,432,330,0.230947,0.131062
201502,Bulgarien,0,0,0,nd,nd
201502,Estland,0,0,0,nd,nd
201502,Frankreich,0,0,0,nd,nd
201502,Kroatien,1,1,0,nd,nd
201502,Slowenien,0,0,0,nd,nd
201502,Griechenland,0,0,0,nd,nd
201502,Italien,0,0,0,nd,nd
201502,Lettland,1,1,0,nd,nd
201502,Montenegro,84,60,24,0,0
201502,Litauen,0,0,0,nd,nd
201502,Mazedonien,788,547,237,0.725953,0.507614
201502,Moldau (Republik),3,1,2,0,0
201502,Niederlande,0,0,0,nd,nd
201502,Kosovo,2233,1773,455,0.281215,0.223914
201502,Polen,1,1,0,nd,nd
201502,Portugal,0,0,0,nd,nd
201502,Rumänien,0,0,0,nd,nd
201502,Schweden,0,0,0,nd,nd
201502,Schweiz,0,0,0,nd,nd
201502,Russische Föderation,423,138,270,9.80392,3.5461
201502,Spanien,0,0,0,nd,nd
201502,Türkei,76,20,49,25.9259,9.21053
201502,Tschechische Republik,6,4,2,0,0
201502,Ungarn,1,0,1,nd,nd
201502,Ukraine,105,2,99,66.6667,3.80952
201502,Großbritannien mit Nordirland,0,0,0,nd,nd
201502,Weißrußland,4,0,4,nd,nd
201502,Serbien,2788,1733,1055,0,0
201502,Zypern,0,0,0,nd,nd
201502,sonst. europ. Staatsangeh.,14,14,0,nd,nd
201502,Algerien,84,15,68,6.25,1.19048
201502,Angola,3,0,2,100,33.3333
201502,Eritrea,371,1,84,99.6516,77.0889
201502,Äthiopien,30,9,14,43.75,23.3333
201502,Botsuana,0,0,0,nd,nd
201502,Benin,9,2,7,0,0
201502,Dschibuti,2,0,2,nd,nd
201502,Elfenbeinküste (Cote d Ivoire),23,4,17,33.3333,8.69565
201502,Nigeria,126,18,108,0,0
201502,Simbabwe,1,0,0,nd,nd
201502,Gabun,0,0,0,nd,nd
201502,Gambia,106,6,99,14.2857,0.943396
201502,Ghana,59,23,36,0,0
201502,Mauretanien,7,0,6,100,14.2857
201502,Kenia,15,9,6,0,0
201502,Komoren,0,0,0,nd,nd
201502,Kongo,1,1,0,nd,nd
201502,"Kongo, Dem. Republik",2,0,1,100,50
201502,Liberia,6,0,6,nd,nd
201502,Libyen,17,2,4,84.6154,64.7059
201502,Mali,49,14,35,0,0
201502,Marokko,101,46,55,0,0
201502,Mauritius,0,0,0,nd,nd
201502,Mosambik,1,0,1,nd,nd
201502,Niger,11,1,10,0,0
201502,Malawi,2,2,0,nd,nd
201502,Sambia,0,0,0,nd,nd
201502,Burkina-Faso,12,0,12,nd,nd
201502,Guinea-Bissau,17,1,16,0,0
201502,Guinea,34,0,32,100,5.88235
201502,Kamerun,28,4,24,0,0
201502,Südafrika,0,0,0,nd,nd
201502,Ruanda,1,0,1,nd,nd
201502,Namibia,0,0,0,nd,nd
201502,Senegal,7,0,7,nd,nd
201502,Sierra Leone,0,0,0,nd,nd
201502,Somalia,148,15,95,71.6981,25.6757
201502,Äquatorialguinea,0,0,0,nd,nd
201502,Sudan (ohne Südsudan),30,5,19,54.5455,20
201502,Südsudan,2,0,2,nd,nd
201502,Swasiland,0,0,0,nd,nd
201502,Tansania,0,0,0,nd,nd
201502,Togo,7,1,6,0,0
201502,Tschad,28,1,27,0,0
201502,Tunesien,51,26,25,0,0
201502,Uganda,0,0,0,nd,nd
201502,Ägypten,42,3,27,80,28.5714
201502,Zentralafrikanische Republik,0,0,0,nd,nd
201502,Burundi,2,2,0,nd,nd
201502,sonst. afrik. Staatsangeh.,3,3,0,nd,nd
201502,Argentinien,0,0,0,nd,nd
201502,Brasilien,1,0,1,nd,nd
201502,Chile,0,0,0,nd,nd
201502,Dominikanische Republik,0,0,0,nd,nd
201502,Ecuador,0,0,0,nd,nd
201502,El Salvador,0,0,0,nd,nd
201502,Guatemala,0,0,0,nd,nd
201502,Honduras,1,1,0,nd,nd
201502,Kolumbien,1,1,0,nd,nd
201502,Kuba,1,0,1,nd,nd
201502,Mexico,0,0,0,nd,nd
201502,Nicaragua,0,0,0,nd,nd
201502,Jamaica,0,0,0,nd,nd
201502,Paraguay,0,0,0,nd,nd
201502,Peru,0,0,0,nd,nd
201502,Suriname,0,0,0,nd,nd
201502,Venezuela,0,0,0,nd,nd
201502,Vereinigte Staaten v. Amerika,0,0,0,nd,nd
201502,Trinidad und Tobago,0,0,0,nd,nd
201502,Jemen,2,0,0,nd,nd
201502,Armenien,48,18,24,25,12.5
201502,Afghanistan,483,69,246,70.8861,34.7826
201502,Bahrain,0,0,0,nd,nd
201502,Aserbaidschan,51,21,25,19.2308,9.80392
201502,Bhutan,0,0,0,nd,nd
201502,Myanmar,1,0,1,nd,nd
201502,Georgien,191,89,101,1.11111,0.52356
201502,Sri Lanka,10,3,5,40,20
201502,Vietnam,43,10,33,0,0
201502,Korea (Demokrat. Volksrepubl.),0,0,0,nd,nd
201502,Indien,65,56,9,0,0
201502,Indonesien,0,0,0,nd,nd
201502,Irak,1348,5,78,99.6063,93.8427
201502,"Iran, Islamische Republik",215,5,103,95.5357,49.7674
201502,Israel,0,0,0,nd,nd
201502,Japan,0,0,0,nd,nd
201502,Kasachstan,9,6,3,0,0
201502,Jordanien,6,3,1,40,33.3333
201502,Kambodscha,0,0,0,nd,nd
201502,Kuwait,0,0,0,nd,nd
201502,"Laos, Demokratische Volksrepublik",0,0,0,nd,nd
201502,Kirgisistan,18,5,13,0,0
201502,Libanon,40,10,27,23.0769,7.5
201502,Oman,0,0,0,nd,nd
201502,Mongolei,26,1,25,0,0
201502,Nepal,1,1,0,nd,nd
201502,Staatsangehörigkeit ohne Bezeichnung,9,0,6,100,33.3333
201502,Bangladesch,22,12,9,7.69231,4.54545
201502,Pakistan,191,113,71,5.83333,3.66492
201502,Philippinen,0,0,0,nd,nd
201502,China (Taiwan),1,1,0,nd,nd
201502,Korea (Republik),2,0,2,nd,nd
201502,Tadschikistan,24,0,24,nd,nd
201502,Turkmenistan,4,1,3,0,0
201502,Saudi Arabien,0,0,0,nd,nd
201502,"Syrien, Arabische Republik",5093,1,896,99.9762,82.3876
201502,Thailand,0,0,0,nd,nd
201502,Usbekistan,0,0,0,nd,nd
201502,China,12,6,2,40,33.3333
201502,Malaysia,0,0,0,nd,nd
201502,sonst. asiat. Staatsangeh.,138,10,53,88.2353,54.3478
201502,Salomonen,0,0,0,nd,nd
201502,Australien,0,0,0,nd,nd
201502,Staatenlos,181,1,46,99.2593,74.0331
201502,Ungeklärt,365,20,69,93.2432,75.6164
201502,ohne Angabe,0,0,0,nd,nd
