YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201507,Albanien,4740,4462,271,0.156635,0.147679
201507,Bosnien und Herzegowina,455,185,269,0.537634,0.21978
201507,Belgien,0,0,0,nd,nd
201507,Bulgarien,0,0,0,nd,nd
201507,Estland,0,0,0,nd,nd
201507,Kroatien,2,2,0,nd,nd
201507,Slowenien,0,0,0,nd,nd
201507,Griechenland,1,0,1,nd,nd
201507,Italien,0,0,0,nd,nd
201507,Lettland,0,0,0,nd,nd
201507,Montenegro,207,126,80,0.787402,0.483092
201507,Litauen,0,0,0,nd,nd
201507,Mazedonien,855,579,276,0,0
201507,Moldau (Republik),2,0,2,nd,nd
201507,Niederlande,0,0,0,nd,nd
201507,Kosovo,2097,1810,273,0.767544,0.66762
201507,Polen,0,0,0,nd,nd
201507,Portugal,0,0,0,nd,nd
201507,Rumänien,2,0,2,nd,nd
201507,Slowakische Republik,0,0,0,nd,nd
201507,Schweden,0,0,0,nd,nd
201507,Schweiz,0,0,0,nd,nd
201507,Russische Föderation,454,80,331,34.9593,9.47137
201507,Spanien,0,0,0,nd,nd
201507,Türkei,84,18,60,25,7.14286
201507,Tschechische Republik,0,0,0,nd,nd
201507,Ungarn,2,0,2,nd,nd
201507,Ukraine,90,2,85,60,3.33333
201507,Weißrußland,2,0,2,nd,nd
201507,Serbien,1870,1087,778,0.457875,0.26738
201507,sonst. europ. Staatsangeh.,6,5,1,0,0
201507,Algerien,117,25,89,10.7143,2.5641
201507,Angola,19,3,6,76.9231,52.6316
201507,Eritrea,567,5,52,99.0291,89.9471
201507,Äthiopien,31,8,16,46.6667,22.5806
201507,Botsuana,0,0,0,nd,nd
201507,Benin,14,0,14,nd,nd
201507,Dschibuti,0,0,0,nd,nd
201507,Elfenbeinküste (Cote d Ivoire),38,1,35,66.6667,5.26316
201507,Nigeria,88,25,56,21.875,7.95455
201507,Simbabwe,9,5,1,37.5,33.3333
201507,Gabun,3,2,1,0,0
201507,Gambia,55,4,51,0,0
201507,Ghana,44,15,27,11.7647,4.54545
201507,Mauretanien,2,2,0,nd,nd
201507,Kenia,29,26,3,0,0
201507,Komoren,0,0,0,nd,nd
201507,Kongo,1,1,0,nd,nd
201507,"Kongo, Dem. Republik",23,18,3,10,8.69565
201507,Liberia,6,1,5,0,0
201507,Libyen,39,1,30,88.8889,20.5128
201507,Mali,18,1,15,66.6667,11.1111
201507,Marokko,73,29,43,3.33333,1.36986
201507,Mosambik,0,0,0,nd,nd
201507,Niger,19,1,15,75,15.7895
201507,Malawi,0,0,0,nd,nd
201507,Sambia,2,2,0,nd,nd
201507,Burkina-Faso,11,0,11,nd,nd
201507,Guinea-Bissau,26,1,25,0,0
201507,Guinea,45,17,18,37.037,22.2222
201507,Kamerun,44,16,27,5.88235,2.27273
201507,Südafrika,0,0,0,nd,nd
201507,Ruanda,1,0,1,nd,nd
201507,Namibia,3,1,2,0,0
201507,Senegal,10,0,8,100,20
201507,Sierra Leone,2,0,2,nd,nd
201507,Somalia,173,14,103,80,32.3699
201507,Äquatorialguinea,0,0,0,nd,nd
201507,Sudan (ohne Südsudan),35,5,25,50,14.2857
201507,Südsudan,2,0,2,nd,nd
201507,Tansania,2,0,1,100,50
201507,Togo,6,1,5,0,0
201507,Tschad,25,3,18,57.1429,16
201507,Tunesien,38,20,18,0,0
201507,Uganda,0,0,0,nd,nd
201507,Ägypten,145,33,46,66.6667,45.5172
201507,Zentralafrikanische Republik,3,0,3,nd,nd
201507,Burundi,2,0,0,nd,nd
201507,sonst. afrik. Staatsangeh.,9,7,0,nd,nd
201507,Argentinien,0,0,0,nd,nd
201507,Brasilien,0,0,0,nd,nd
201507,Dominikanische Republik,1,0,1,nd,nd
201507,Ecuador,0,0,0,nd,nd
201507,El Salvador,0,0,0,nd,nd
201507,Guatemala,0,0,0,nd,nd
201507,Haiti,1,0,1,nd,nd
201507,Honduras,0,0,0,nd,nd
201507,Kanada,0,0,0,nd,nd
201507,Kolumbien,4,4,0,nd,nd
201507,Kuba,1,0,1,nd,nd
201507,Mexico,1,0,0,nd,nd
201507,Nicaragua,1,0,1,nd,nd
201507,Jamaica,0,0,0,nd,nd
201507,Paraguay,0,0,0,nd,nd
201507,Peru,0,0,0,nd,nd
201507,Venezuela,0,0,0,nd,nd
201507,Vereinigte Staaten v. Amerika,0,0,0,nd,nd
201507,Trinidad und Tobago,0,0,0,nd,nd
201507,Jemen,4,0,4,nd,nd
201507,Armenien,62,20,35,25.9259,11.2903
201507,Afghanistan,477,56,237,76.6667,38.5744
201507,Bahrain,5,0,1,100,80
201507,Aserbaidschan,42,16,22,20,9.52381
201507,Bhutan,0,0,0,nd,nd
201507,Myanmar,1,0,0,nd,nd
201507,Georgien,215,116,99,0,0
201507,Sri Lanka,25,11,5,45,36
