YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von E Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2015-04,Albanien,121,4794,4743,51,815,0,0,0,1,632,182,14901,318,0,0,0,1,630,168,0,0,0,0,2,13,1
2015-04,Bosnien und Herzegowina,122,738,472,266,498,0,0,0,0,188,310,2668,1301,0,0,0,0,168,39,0,0,0,0,20,206,65
2015-04,Belgien,124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Bulgarien,125,1,1,0,1,0,0,0,0,0,1,12,3,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-04,Estland,127,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Frankreich,129,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015-04,Kroatien,130,6,6,0,2,0,0,0,0,0,2,16,14,0,0,0,0,0,0,0,0,0,0,0,0,2
2015-04,Slowenien,131,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Griechenland,134,4,4,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Italien,137,0,0,0,2,0,0,0,0,2,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2015-04,Lettland,139,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Montenegro,140,318,279,39,88,0,0,0,0,62,26,927,221,0,0,0,0,60,10,0,0,0,0,2,15,1
2015-04,Litauen,142,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Mazedonien,144,972,617,355,608,0,0,0,2,407,199,3334,2181,0,0,0,1,384,49,0,0,0,1,23,104,46
2015-04,Moldau (Republik),146,103,103,0,7,0,2,0,0,1,4,576,11,0,2,0,0,1,4,0,0,0,0,0,0,0
2015-04,Niederlande,148,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Kosovo,150,4608,4319,289,6109,0,2,0,5,5630,472,15246,2393,0,2,0,3,5214,289,0,0,0,2,416,130,53
2015-04,Polen,152,0,0,0,1,0,0,0,0,0,1,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-04,Portugal,153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Rumaenien,154,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Slowakische Republik,155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Schweden,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Schweiz,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Russische Foederation,160,412,304,108,361,1,5,5,12,43,295,5456,955,1,5,5,3,38,207,0,0,0,9,5,2,86
2015-04,Spanien,161,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Tuerkei,163,114,97,17,56,0,1,0,0,19,36,2538,365,0,1,0,0,16,28,0,0,0,0,3,5,3
2015-04,Tschechische Republik,164,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Ungarn,165,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Ukraine,166,460,453,7,88,0,4,0,0,0,84,3593,71,0,2,0,0,0,84,0,2,0,0,0,0,0
2015-04,Grossbritannien mit Nordirland,168,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,Weissrussland,169,11,10,1,2,0,0,0,0,0,2,162,16,0,0,0,0,0,2,0,0,0,0,0,0,0
2015-04,Serbien,170,2279,1462,817,1885,0,0,0,0,1042,843,8879,5035,0,0,0,0,958,212,0,0,0,0,84,546,85
