YEAR_MONTH,Asylberechtigt,Fluechtling,subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2020-01,0,8,11,0,7,52
2020-02,2,2,12,2,27,20
2020-03,0,2,39,5,58,23
2020-04,1,5,12,1,7,3
2020-05,8,4,42,2,35,26
2020-06,0,3,12,5,28,29
2020-07,0,7,21,1,19,10
2020-08,5,5,14,5,10,19
2020-09,0,4,10,1,28,16
2020-10,1,0,6,6,12,32
2020-11,0,4,6,8,10,25
2020-12,0,3,10,3,11,18
2021-01,0,1,18,5,22,41
2021-02,1,0,39,0,12,57
2021-03,1,3,21,1,22,47
2021-04,0,0,4,1,14,31
2021-05,1,4,11,2,13,10
2021-06,1,1,7,3,3,17
2021-07,0,1,10,2,25,24
2021-08,0,5,2,1,39,27
2021-09,1,7,2,0,28,28
2021-10,0,4,1,1,29,37
2021-11,0,0,4,4,20,27
