YEAR_MONTH,Asylberechtigt,Fluechtling,subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2020-01,0,2,1,3,37,103
2020-02,0,4,0,0,37,91
2020-03,1,6,1,2,40,109
2020-04,0,4,1,0,15,17
2020-05,0,7,0,6,72,79
2020-06,0,3,1,2,26,59
2020-07,0,4,2,4,32,52
2020-08,0,1,0,2,24,51
2020-09,0,3,2,2,32,44
2020-10,0,4,0,1,30,47
2020-11,0,7,0,3,52,44
2020-12,0,1,3,2,38,39
2021-01,1,4,0,6,41,47
2021-02,1,3,1,2,59,45
2021-03,0,1,0,4,45,71
2021-04,0,1,1,2,51,37
2021-05,1,5,2,3,25,33
2021-06,0,3,0,1,34,34
2021-07,0,4,1,0,35,40
2021-08,2,1,1,1,15,42
2021-09,0,10,1,2,26,36
2021-10,2,2,2,2,27,32
2021-11,1,9,0,3,26,36
