YEAR_MONTH,Asylberechtigt,Fluechtling,subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2020-01,21,7,0,36,36,0
2020-02,5,0,0,54,124,1
2020-03,14,4,2,35,89,7
2020-04,2,1,3,6,22,1
2020-05,2,5,0,28,127,0
2020-06,5,2,2,28,67,1
2020-07,5,3,0,27,30,2
2020-08,7,5,3,26,23,4
2020-09,1,2,1,44,28,4
2020-10,5,0,0,36,27,5
2020-11,5,2,2,40,42,3
2020-12,8,5,0,6,21,1
2021-01,3,1,2,8,11,2
2021-02,2,0,0,10,13,4
2021-03,0,0,0,3,3,2
2021-04,4,0,0,7,9,1
2021-05,6,0,0,4,5,2
2021-06,0,4,0,6,8,9
2021-07,7,2,0,5,7,1
2021-08,1,1,0,1,7,3
2021-09,1,1,0,6,3,2
2021-10,1,1,1,13,17,10
2021-11,1,0,1,9,15,2
