YEAR_MONTH,Asylberechtigt,Fluechtling,subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2020-01,3,23,4,44,324,400
2020-02,0,9,3,13,264,339
2020-03,3,26,3,21,270,318
2020-04,0,5,2,10,177,132
2020-05,0,26,4,40,618,369
2020-06,1,38,7,48,401,363
2020-07,1,28,5,14,454,262
2020-08,0,32,2,19,225,184
2020-09,2,18,0,14,267,195
2020-10,1,26,2,26,303,195
2020-11,4,20,6,25,341,185
2020-12,1,17,8,13,253,179
2021-01,8,22,1,25,311,197
2021-02,0,22,4,29,334,209
2021-03,3,23,2,27,283,203
2021-04,1,18,6,15,266,159
2021-05,0,14,5,20,218,148
2021-06,1,29,6,16,225,174
2021-07,1,31,4,20,206,172
2021-08,2,15,2,16,185,213
2021-09,3,24,3,30,211,145
2021-10,2,30,5,23,186,123
2021-11,2,14,1,21,212,184
