YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2019-01,0,0,0,2,291,115
2019-02,0,0,0,5,241,129
2019-03,0,0,0,1,143,94
2019-04,0,0,0,0,101,78
2019-05,1,1,0,0,56,67
2019-06,0,0,0,1,35,51
2019-07,0,0,0,1,45,59
2019-08,0,0,0,2,61,74
2019-09,0,0,0,0,90,87
2019-10,0,0,0,0,52,107
2019-11,0,0,0,0,126,196
2019-12,0,0,0,1,84,208
2020-01,0,0,0,2,195,332
2020-02,0,0,0,0,217,217
2020-03,0,0,0,2,131,126
2020-04,0,0,0,0,2,6
2020-05,0,0,0,1,86,24
2020-06,0,0,0,3,41,38
2020-07,0,0,0,2,53,62
2020-08,0,0,0,2,80,143
