YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2019-01,4,190,70,307,375,474
2019-02,4,178,49,253,279,435
2019-03,7,183,45,197,260,357
2019-04,2,172,49,191,206,382
2019-05,3,164,44,239,231,495
2019-06,2,116,32,158,208,340
2019-07,2,148,32,149,205,398
2019-08,7,107,22,188,167,494
2019-09,0,96,32,200,185,487
2019-10,2,106,34,176,177,419
2019-11,0,144,42,176,219,398
2019-12,0,95,29,143,177,341
2020-01,9,117,41,228,219,317
2020-02,1,118,47,163,255,309
2020-03,11,110,27,182,197,333
2020-04,1,108,26,50,106,134
2020-05,1,110,76,323,381,389
2020-06,1,157,48,257,330,260
2020-07,1,141,36,235,265,268
2020-08,9,99,41,219,158,244
