YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201705,Albanien,928,639,267,3.32829,2.37069
201705,Bosnien und Herzegowina,212,94,114,4.08163,1.88679
201705,Belgien,0,0,0,nd,nd
201705,Bulgarien,8,7,1,0,0
201705,Dänemark u. Färöer,0,0,0,nd,nd
201705,Estland,1,0,1,nd,nd
201705,Frankreich,1,1,0,nd,nd
201705,Kroatien,6,4,2,0,0
201705,Slowenien,1,0,1,nd,nd
201705,Griechenland,0,0,0,nd,nd
201705,Italien,2,0,1,100,50
201705,Lettland,0,0,0,nd,nd
201705,Montenegro,135,99,36,0,0
201705,Litauen,0,0,0,nd,nd
201705,Mazedonien,639,403,228,1.94647,1.25196
201705,Moldau (Republik),52,34,13,12.8205,9.61538
201705,Niederlande,4,0,2,100,50
201705,Kosovo,602,392,188,5.31401,3.65449
201705,Österreich,1,0,1,nd,nd
201705,Polen,2,2,0,nd,nd
201705,Portugal,1,1,0,nd,nd
201705,Rumänien,4,2,1,33.3333,25
201705,Slowakische Republik,0,0,0,nd,nd
201705,Russische Föderation,2556,1578,697,15.1157,10.9937
201705,Spanien,6,2,4,0,0
201705,Türkei,3017,1919,343,28.2349,25.0249
201705,Tschechische Republik,1,0,1,nd,nd
201705,Ungarn,1,1,0,nd,nd
201705,Ukraine,1048,858,142,5.29801,4.58015
201705,Großbritannien mit Nordirland,1,0,1,nd,nd
201705,Weißrussland,129,96,25,7.69231,6.20155
201705,Serbien,876,530,335,2.03327,1.25571
201705,sonst. europ. Staatsangeh.,0,0,0,nd,nd
201705,Algerien,445,217,207,8.82353,4.7191
201705,Angola,53,15,20,54.5455,33.9623
201705,Eritrea,2736,65,416,97.1983,82.4196
201705,Äthiopien,1898,1426,110,20.2461,19.0727
201705,Botsuana,0,0,0,nd,nd
201705,Benin,60,47,11,4.08163,3.33333
201705,Dschibuti,9,5,1,37.5,33.3333
201705,Elfenbeinküste (Cote d Ivoire),355,186,141,13.0841,7.88732
201705,Nigeria,5396,3648,837,19.9825,16.8829
201705,Simbabwe,72,39,8,39.0625,34.7222
201705,Gabun,1,1,0,nd,nd
201705,Gambia,1367,928,374,6.54582,4.75494
201705,Ghana,388,257,93,12.8814,9.79381
201705,Mauretanien,27,21,2,16,14.8148
201705,Cabo Verde,0,0,0,nd,nd
201705,Kenia,49,42,6,2.32558,2.04082
201705,Komoren,0,0,0,nd,nd
201705,Kongo,38,19,12,26.9231,18.4211
201705,"Kongo, Dem. Republik",197,84,34,48.4663,40.1015
201705,Liberia,22,1,15,85.7143,27.2727
201705,Libyen,203,70,46,55.414,42.8571
201705,Madagaskar,3,0,3,nd,nd
201705,Mali,444,356,66,5.82011,4.95495
201705,Marokko,452,246,176,10.8696,6.63717
201705,Mauritius,1,0,1,nd,nd
201705,Mosambik,1,0,1,nd,nd
201705,Niger,27,18,8,5.26316,3.7037
201705,Malawi,1,1,0,nd,nd
201705,Sambia,1,1,0,nd,nd
201705,Burkina-Faso,39,28,5,17.6471,15.3846
201705,Guinea-Bissau,58,37,15,13.9535,10.3448
201705,Guinea,1362,740,426,20.9402,14.3906
201705,Kamerun,534,383,113,9.02613,7.1161
201705,Südafrika,6,6,0,nd,nd
201705,Ruanda,0,0,0,nd,nd
201705,Namibia,0,0,0,nd,nd
201705,Senegal,183,139,37,4.79452,3.82514
201705,Sierra Leone,277,197,27,21.2,19.1336
201705,Somalia,2310,298,472,83.7867,66.6667
201705,Äquatorialguinea,2,1,0,nd,nd
201705,Sudan (ohne Südsudan),270,54,121,63.7584,35.1852
201705,Südsudan,10,1,6,75,30
201705,Tansania,30,10,6,58.3333,46.6667
201705,Togo,91,54,31,10,6.59341
201705,Tschad,17,10,5,16.6667,11.7647
201705,Tunesien,76,38,36,5,2.63158
201705,Uganda,117,104,3,8.77193,8.54701
201705,Ägypten,580,353,97,26.9151,22.4138
201705,Zentralafrikanische Republik,7,4,1,33.3333,28.5714
201705,Burundi,13,4,2,63.6364,53.8462
201705,sonst. afrik. Staatsangeh.,77,53,10,20.8955,18.1818
201705,Argentinien,1,1,0,nd,nd
201705,Brasilien,1,1,0,nd,nd
201705,Guyana,0,0,0,nd,nd
201705,Chile,0,0,0,nd,nd
201705,Costa Rica,0,0,0,nd,nd
201705,Dominikanische Republik,1,1,0,nd,nd
201705,El Salvador,6,6,0,nd,nd
201705,Haiti,4,4,0,nd,nd
201705,Honduras,1,0,0,nd,nd
201705,Kanada,2,2,0,nd,nd
201705,Kolumbien,10,5,5,0,0
201705,Kuba,37,29,7,3.33333,2.7027
201705,Mexico,1,1,0,nd,nd
201705,Jamaica,36,25,0,nd,nd
201705,Paraguay,0,0,0,nd,nd
201705,Peru,3,2,1,0,0
201705,Suriname,2,0,0,nd,nd
201705,Uruguay,0,0,0,nd,nd
201705,Venezuela,21,14,0,nd,nd
201705,Vereinigte Staaten v. Amerika,5,3,2,0,0
201705,Trinidad und Tobago,0,0,0,nd,nd
201705,Jemen,144,0,11,100,92.3611
201705,Armenien,2016,1576,254,10.5562,9.22619
201705,Afghanistan,19349,9944,844,46.2632,44.2452
201705,Bahrain,3,1,0,nd,nd
201705,Aserbaidschan,1144,753,186,21.3987,17.9196
201705,Bhutan,0,0,0,nd,nd
201705,Myanmar,31,9,1,70,67.7419
201705,Georgien,866,590,262,2.31788,1.61663
201705,Sri Lanka,172,95,47,24,17.4419
201705,Vietnam,50,28,21,3.44828,2
201705,Korea (Demokrat. Volksrepubl.),13,6,7,0,0
201705,Indien,360,268,83,3.2491,2.5
201705,Indonesien,1,0,1,nd,nd
