YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2018-12,Albanien,121,183,123,60,219,0,0,1,3,92,123,290,116,0,0,0,2,85,34,0,0,1,1,7,76,13
2018-12,Bosnien und Herzegowina,122,90,38,52,83,0,0,0,0,33,50,64,52,0,0,0,0,31,4,0,0,0,0,2,34,12
2018-12,Belgien,124,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Bulgarien,125,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Daenemark u. Faeroeer,126,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-12,Finnland,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Frankreich,129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Kroatien,130,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2018-12,Griechenland,134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Italien,137,1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Lettland,139,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Montenegro,140,14,4,10,8,0,0,0,0,4,4,17,20,0,0,0,0,3,1,0,0,0,0,1,3,0
2018-12,Mazedonien,144,185,70,115,183,0,0,0,0,78,105,180,149,0,0,0,0,69,3,0,0,0,0,9,87,15
2018-12,Moldau (Republik),146,255,181,74,166,0,1,2,1,102,60,286,74,0,1,2,1,102,1,0,0,0,0,0,57,2
2018-12,Norwegen,149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Kosovo,150,52,31,21,58,0,0,0,1,20,37,105,77,0,0,0,1,19,9,0,0,0,0,1,27,1
2018-12,Polen,152,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Portugal,153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Rumaenien,154,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-12,Schweden,157,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-12,Schweiz,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Russische Foederation,160,325,227,98,464,20,7,10,8,229,190,952,325,20,7,10,5,212,100,0,0,0,3,17,47,43
2018-12,Spanien,161,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-12,Tuerkei,163,570,530,40,751,66,331,1,2,293,58,5048,216,64,328,1,1,280,43,2,3,0,1,13,10,5
2018-12,Ukraine,166,134,88,46,113,0,0,7,3,54,49,314,76,0,0,7,3,53,5,0,0,0,0,1,44,0
2018-12,Weissrussland,169,12,5,7,10,0,0,0,0,4,6,35,16,0,0,0,0,3,4,0,0,0,0,1,2,0
2018-12,Serbien,170,200,64,136,203,0,0,0,2,95,106,168,167,0,0,0,1,79,8,0,0,0,1,16,91,7
2018-12,Zypern,181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Algerien,221,78,55,23,98,0,0,1,0,38,59,154,47,0,0,1,0,35,39,0,0,0,0,3,17,3
2018-12,Angola,223,10,10,0,18,0,0,1,1,12,4,45,2,0,0,1,1,11,4,0,0,0,0,1,0,0
2018-12,Eritrea,224,206,184,22,354,1,104,128,23,21,77,1463,71,1,104,124,20,21,55,0,0,4,3,0,4,18
2018-12,"Aethiopien",225,48,39,9,106,0,14,1,4,48,39,298,37,0,13,1,3,47,22,0,1,0,1,1,7,10
2018-12,Benin,229,7,5,2,5,0,0,0,0,4,1,30,4,0,0,0,0,3,0,0,0,0,0,1,0,1
2018-12,Dschibuti,230,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12,Elfenbeinkueste (Cote d Ivoire),231,55,47,8,55,0,1,0,1,26,27,176,11,0,1,0,1,26,25,0,0,0,0,0,0,2
2018-12,Nigeria,232,554,497,57,706,2,36,5,30,307,326,3119,210,2,30,5,25,298,272,0,6,0,5,9,33,21
2018-12,Simbabwe,233,9,8,1,8,1,0,0,0,6,1,28,0,1,0,0,0,6,0,0,0,0,0,0,1,0
2018-12,Gabun,236,3,3,0,1,0,0,0,0,1,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-12,Gambia,237,79,66,13,152,0,2,0,7,64,79,296,47,0,2,0,6,62,62,0,0,0,1,2,10,7
