YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2018-07,Albanien,121,277,145,132,204,0,0,0,0,105,99,234,169,0,0,0,0,100,11,0,0,0,0,5,80,8
2018-07,Bosnien und Herzegowina,122,47,14,33,63,0,0,0,0,30,33,53,31,0,0,0,0,29,2,0,0,0,0,1,31,0
2018-07,Belgien,124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Bulgarien,125,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Daenemark u. Faeroeer,126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Finnland,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Frankreich,129,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Italien,137,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Lettland,139,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-07,Montenegro,140,31,23,8,22,0,0,0,0,10,12,48,10,0,0,0,0,6,3,0,0,0,0,4,9,0
2018-07,Mazedonien,144,182,69,113,153,0,0,0,2,62,89,146,142,0,0,0,2,56,14,0,0,0,0,6,59,16
2018-07,Moldau (Republik),146,340,259,81,234,0,0,0,0,151,83,226,60,0,0,0,0,144,6,0,0,0,0,7,62,15
2018-07,Niederlande,148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Kosovo,150,90,32,58,102,0,0,0,1,42,59,97,88,0,0,0,1,30,17,0,0,0,0,12,33,9
2018-07,"Oesterreich",151,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Polen,152,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-07,Portugal,153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Rumaenien,154,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Russische Foederation,160,437,350,87,553,25,6,10,6,202,304,937,275,25,5,5,5,191,150,0,1,5,1,11,74,80
2018-07,Spanien,161,0,0,0,5,0,0,0,0,3,2,4,2,0,0,0,0,3,2,0,0,0,0,0,0,0
2018-07,Tuerkei,163,1172,1141,31,549,36,129,3,3,297,81,3721,192,36,128,2,2,288,56,0,1,1,1,9,18,7
2018-07,Ungarn,165,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-07,Ukraine,166,158,116,42,142,0,0,0,1,110,31,383,48,0,0,0,1,105,7,0,0,0,0,5,18,6
2018-07,Weissrussland,169,14,9,5,38,0,0,0,1,10,27,14,10,0,0,0,1,10,25,0,0,0,0,0,1,1
2018-07,Serbien,170,147,57,90,139,0,1,0,1,72,65,170,180,0,0,0,0,54,9,0,1,0,1,18,50,6
2018-07,Algerien,221,129,103,26,133,0,1,0,0,42,90,198,52,0,1,0,0,41,74,0,0,0,0,1,14,2
2018-07,Angola,223,14,14,0,28,0,0,0,4,7,17,83,4,0,0,0,4,7,15,0,0,0,0,0,0,2
2018-07,Eritrea,224,325,298,27,416,0,70,122,15,26,183,1715,74,0,70,121,10,26,164,0,0,1,5,0,5,14
2018-07,"Aethiopien",225,94,73,21,123,0,5,2,6,67,43,373,37,0,3,2,6,61,27,0,2,0,0,6,4,12
2018-07,Benin,229,11,10,1,10,0,0,0,0,5,5,35,2,0,0,0,0,4,5,0,0,0,0,1,0,0
2018-07,Dschibuti,230,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-07,Elfenbeinkueste (Cote d Ivoire),231,63,58,5,77,0,2,2,2,50,21,178,10,0,2,2,2,49,17,0,0,0,0,1,2,2
2018-07,Nigeria,232,944,848,96,1019,3,18,4,44,382,568,3274,207,3,18,4,42,368,517,0,0,0,2,14,30,21
2018-07,Simbabwe,233,12,12,0,10,1,4,0,0,5,0,39,0,1,4,0,0,5,0,0,0,0,0,0,0,0
2018-07,Gabun,236,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-07,Gambia,237,121,101,20,212,0,4,0,5,116,87,454,55,0,4,0,4,113,61,0,0,0,1,3,11,15
2018-07,Ghana,238,64,58,6,74,0,0,0,1,41,32,193,22,0,0,0,1,38,27,0,0,0,0,3,5,0
2018-07,Mauretanien,239,8,7,1,2,0,0,0,0,1,1,13,2,0,0,0,0,1,1,0,0,0,0,0,0,0
2018-07,Kenia,243,33,32,1,23,0,0,0,1,11,11,78,5,0,0,0,1,11,11,0,0,0,0,0,0,0
2018-07,Komoren,244,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Kongo,245,4,4,0,2,0,0,0,0,2,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2018-07,"Kongo, Dem. Republik",246,27,22,5,40,0,5,0,3,21,11,101,17,0,5,0,3,21,10,0,0,0,0,0,1,0
2018-07,Liberia,247,16,16,0,21,0,0,0,1,11,9,51,2,0,0,0,1,11,9,0,0,0,0,0,0,0
2018-07,Libyen,248,72,63,9,99,0,3,3,4,41,48,216,11,0,3,2,4,40,45,0,0,1,0,1,0,3
2018-07,Madagaskar,249,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Mali,251,28,19,9,46,0,0,0,1,18,27,68,15,0,0,0,1,17,19,0,0,0,0,1,4,4
2018-07,Marokko,252,122,98,24,117,1,4,0,0,50,62,227,42,1,2,0,0,49,41,0,2,0,0,1,14,7
2018-07,Mosambik,254,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Niger,255,7,5,2,17,0,0,0,0,9,8,8,3,0,0,0,0,8,6,0,0,0,0,1,0,2
2018-07,Malawi,256,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Sambia,257,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Burkina-Faso,258,5,4,1,12,0,0,0,0,8,4,23,3,0,0,0,0,8,4,0,0,0,0,0,0,0
2018-07,Guinea-Bissau,259,21,18,3,14,0,0,0,0,5,9,42,6,0,0,0,0,5,7,0,0,0,0,0,0,2
2018-07,Guinea,261,217,190,27,238,3,11,0,11,94,119,734,65,3,11,0,11,93,93,0,0,0,0,1,10,16
2018-07,Kamerun,262,67,61,6,122,0,4,2,4,64,48,257,15,0,4,2,4,63,41,0,0,0,0,1,2,5
2018-07,Suedafrika,263,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Ruanda,265,10,10,0,16,2,1,0,2,7,4,34,0,2,1,0,0,7,2,0,0,0,2,0,1,1
2018-07,Namibia,267,9,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Senegal,269,25,16,9,37,0,0,0,0,18,19,39,10,0,0,0,0,16,9,0,0,0,0,2,8,2
2018-07,Sierra Leone,272,41,35,6,91,0,5,1,2,58,25,152,12,0,5,1,2,58,20,0,0,0,0,0,4,1
2018-07,Somalia,273,463,409,54,523,1,89,21,37,132,243,2111,201,1,88,18,25,123,185,0,1,3,12,9,26,32
2018-07,"Aequatorialguinea",274,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-07,Sudan (ohne Suedsudan),277,95,76,19,141,0,4,5,2,42,88,294,67,0,4,5,2,42,70,0,0,0,0,0,4,14
2018-07,Suedsudan,278,10,8,2,6,0,0,0,0,2,4,15,3,0,0,0,0,2,2,0,0,0,0,0,1,1
2018-07,Swasiland,281,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Tansania,282,10,10,0,12,0,0,0,0,5,7,46,1,0,0,0,0,5,5,0,0,0,0,0,0,2
2018-07,Togo,283,23,19,4,42,0,0,0,0,19,23,92,16,0,0,0,0,19,21,0,0,0,0,0,0,2
2018-07,Tschad,284,6,5,1,12,0,0,0,0,5,7,13,4,0,0,0,0,4,4,0,0,0,0,1,1,2
2018-07,Tunesien,285,48,42,6,55,1,0,0,0,16,38,100,16,1,0,0,0,16,30,0,0,0,0,0,4,4
2018-07,Uganda,286,11,11,0,12,3,3,0,0,1,5,63,6,3,3,0,0,1,5,0,0,0,0,0,0,0
2018-07,"Aegypten",287,62,52,10,67,0,2,0,3,44,18,178,15,0,2,0,3,42,11,0,0,0,0,2,5,2
2018-07,Zentralafrikanische Republik,289,3,2,1,1,0,0,0,0,0,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-07,Burundi,291,3,3,0,8,0,0,2,2,4,0,15,1,0,0,2,1,4,0,0,0,0,1,0,0,0
2018-07,sonst. afrik. Staatsangeh.,299,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Argentinien,323,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Brasilien,327,5,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Dominikanische Republik,335,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-07,Ecuador,336,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-07,El Salvador,337,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Guatemala,345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Honduras,347,4,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Kanada,348,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2018-07,Kolumbien,349,8,8,0,12,0,0,0,0,12,0,22,0,0,0,0,0,12,0,0,0,0,0,0,0,0
2018-07,Kuba,351,5,4,1,6,0,0,0,0,5,1,18,5,0,0,0,0,5,1,0,0,0,0,0,0,0
2018-07,Nicaragua,354,3,3,0,1,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-07,Jamaica,355,3,2,1,2,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0
2018-07,Peru,361,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Venezuela,367,43,43,0,16,0,6,0,3,7,0,160,0,0,6,0,3,7,0,0,0,0,0,0,0,0
2018-07,Vereinigte Staaten v. Amerika,368,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Trinidad und Tobago,371,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-07,Jemen,421,73,72,1,57,0,3,28,3,4,19,313,6,0,3,27,2,4,19,0,0,1,1,0,0,0
2018-07,Armenien,422,138,114,24,191,0,0,3,4,117,67,400,84,0,0,3,3,111,48,0,0,0,1,6,7,12
2018-07,Afghanistan,423,1033,872,161,978,0,75,42,200,297,364,3538,492,0,61,41,172,282,222,0,14,1,28,15,101,41
2018-07,Bahrain,424,2,1,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Aserbaidschan,425,202,144,58,193,0,6,0,5,67,115,465,116,0,6,0,1,66,89,0,0,0,4,1,20,6
2018-07,Bhutan,426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Myanmar,427,10,10,0,1,0,0,0,0,1,0,42,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-07,Georgien,430,216,169,47,199,0,0,0,1,143,55,312,78,0,0,0,1,138,25,0,0,0,0,5,20,10
2018-07,Sri Lanka,431,45,41,4,47,0,1,5,0,25,16,157,39,0,1,4,0,25,9,0,0,1,0,0,4,3
2018-07,Vietnam,432,58,57,1,42,0,0,0,1,33,8,78,10,0,0,0,1,30,7,0,0,0,0,3,0,1
2018-07,Korea (Demokrat. Volksrepubl.),434,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07,Indien,436,78,71,7,98,0,2,0,0,72,24,162,22,0,0,0,0,71,19,0,2,0,0,1,4,1
2018-07,Indonesien,437,0,0,0,3,0,0,0,1,0,2,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0
2018-07,Irak,438,1415,1279,136,1230,0,234,32,65,452,447,6195,431,0,232,31,58,440,325,0,2,1,7,12,80,42
2018-07,"Iran, Islamische Republik",439,862,774,88,719,19,95,7,5,268,325,2522,271,19,94,7,3,260,286,0,1,0,2,8,30,9
2018-07,Israel,441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
