Albanien,121,223,157,66,251,-,-,-,2,125,124,256,133,-,-,-,2,116,25,-,-,-,-,9,88,11
Bosnien und Herzegowina,122,30,16,14,44,-,-,-,-,21,23,42,29,-,-,-,-,21,7,-,-,-,-,-,14,2
Belgien,124,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bulgarien,125,2,2,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dänemark u. Färöer,126,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Finnland,128,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Frankreich,129,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Italien,137,1,-,1,4,-,-,-,-,2,2,6,-,-,-,-,-,2,1,-,-,-,-,-,1,-
Lettland,139,1,1,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montenegro,140,35,8,27,48,-,-,-,-,21,27,32,13,-,-,-,-,16,1,-,-,-,-,5,19,7
Litauen,142,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mazedonien,144,188,79,109,214,-,-,-,-,91,123,127,144,-,-,-,-,82,20,-,-,-,-,9,97,6
Moldau (Republik),146,280,227,53,326,-,-,-,-,238,88,205,32,-,-,-,-,231,12,-,-,-,-,7,74,2
Kosovo,150,71,36,35,97,-,-,-,-,35,62,92,72,-,-,-,-,27,17,-,-,-,-,8,38,7
"Österreich",151,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Polen,152,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Portugal,153,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rumänien,154,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Russische Föderation,160,552,401,151,594,34,8,2,13,241,296,1.000,322,34,3,-,6,215,203,-,5,2,7,26,48,45
Spanien,161,-,-,-,1,-,-,-,-,1,-,3,2,-,-,-,-,1,-,-,-,-,-,-,-,-
Türkei,163,1.243,1.212,31,574,49,178,3,6,269,69,4.442,190,49,177,3,6,256,48,-,1,-,-,13,19,2
Ungarn,165,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
Ukraine,166,112,100,12,263,-,1,-,5,215,42,271,33,-,1,-,5,205,22,-,-,-,-,10,19,1
Weißrussland,169,34,21,13,20,-,-,-,-,9,11,25,18,-,-,-,-,9,7,-,-,-,-,-,2,2
Serbien,170,193,78,115,201,-,-,-,1,87,113,175,183,-,-,-,-,72,18,-,-,-,1,15,82,13
Europa,2.966,2.339,627,2.639,83,187,5,27,1.357,980,6.700,1.171,83,181,3,19,1.254,381,-,6,2,8,103,501,98,
Algerien,221,119,90,29,132,-,-,-,-,52,80,217,44,-,-,-,-,47,49,-,-,-,-,5,23,8
Angola,223,30,28,2,45,-,-,-,1,25,19,69,5,-,-,-,1,25,18,-,-,-,-,-,1,-
Eritrea,224,328,299,29,519,8,148,161,20,36,146,1.677,79,8,146,155,19,35,120,-,2,6,1,1,11,15
"Äthiopien",225,80,70,10,167,-,26,1,12,84,44,358,38,-,25,1,12,82,29,-,1,-,-,2,8,7
Benin,229,10,9,1,12,-,-,-,-,4,8,32,3,-,-,-,-,4,8,-,-,-,-,-,-,-
