Albanien,121,151,103,48,223,-,1,-,-,124,98,214,93,-,1,-,-,117,21,-,-,-,-,7,62,15
Bosnien und Herzegowina,122,46,24,22,62,-,-,-,-,28,34,47,28,-,-,-,-,19,10,-,-,-,-,9,16,8
Belgien,124,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bulgarien,125,1,1,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Frankreich,129,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kroatien,130,1,1,-,1,-,-,-,-,1,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Italien,137,1,1,-,2,-,-,-,-,2,-,10,-,-,-,-,-,2,-,-,-,-,-,-,-,-
Lettland,139,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montenegro,140,20,10,10,24,-,-,-,-,9,15,20,10,-,-,-,-,8,5,-,-,-,-,1,10,-
Litauen,142,1,1,-,2,-,-,-,-,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-
Nordmazedonien,144,190,109,81,306,-,-,-,-,173,133,181,120,-,-,-,-,149,16,-,-,-,-,24,92,25
Moldau (Republik),146,116,72,44,238,-,-,-,1,143,94,203,43,-,-,-,-,142,39,-,-,-,1,1,49,6
Niederlande,148,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Kosovo,150,77,46,31,89,-,-,-,-,41,48,115,59,-,-,-,-,32,12,-,-,-,-,9,30,6
"Österreich",151,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
Polen,152,-,-,-,5,-,-,-,-,5,-,2,-,-,-,-,-,5,-,-,-,-,-,-,-,-
Rumänien,154,-,-,-,2,-,-,-,-,2,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-
