YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2019-01,0,0,0,3,354,88
2019-02,0,0,0,2,362,101
2019-03,0,0,0,2,339,94
2019-04,0,0,1,0,260,98
2019-05,0,1,0,2,223,80
2019-06,0,0,0,2,184,50
2019-07,0,0,0,0,206,75
2019-08,0,2,0,1,215,62
2019-09,0,1,0,0,209,86
2019-10,0,0,0,1,147,72
2019-11,0,0,0,3,132,64
2019-12,0,0,0,1,204,80
2020-01,0,0,0,2,275,110
2020-02,0,1,0,1,295,125
2020-03,0,0,0,3,142,116
2020-04,0,0,0,0,17,23
2020-05,0,0,0,0,243,78
2020-06,0,0,1,2,142,69
2020-07,0,0,2,3,149,76
2020-08,0,2,0,1,110,77
