YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2018-01,2,0,0,9,704
2018-02,0,4,2,2,691
2018-03,0,1,6,10,626
2018-04,0,0,0,9,430
2018-05,0,1,0,0,279
2018-06,0,0,0,3,271
2018-07,0,0,0,1,143
2018-08,0,0,0,1,182
2018-09,0,0,0,1,135
2018-10,0,0,1,4,212
2018-11,0,1,0,4,252
2018-12,0,0,0,0,215
2019-01,0,0,0,3,354
2019-02,0,0,0,2,362
2019-03,0,0,0,2,339
2019-04,0,0,1,0,260
2019-05,0,1,0,2,223
2019-06,0,0,0,2,184
2019-07,0,0,0,0,206
2019-08,0,2,0,1,215
2019-09,0,1,0,0,209
2019-10,0,0,0,1,147
2019-11,0,0,0,3,132
2019-12,0,0,0,1,204
