YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt,sonstige Verfahrenserledigungen
2018-01,1,234,191,131,169,378
2018-02,4,201,140,57,149,324
2018-03,5,192,124,83,164,337
2018-04,2,205,106,65,166,313
2018-05,1,131,27,53,180,308
2018-06,0,86,20,31,137,280
2018-07,1,89,21,37,132,243
2018-08,3,144,31,57,137,229
2018-09,1,130,32,37,131,221
2018-10,7,155,27,42,143,261
2018-11,1,184,43,32,144,263
2018-12,2,134,27,30,96,138
2019-01,4,179,32,29,108,195
2019-02,3,153,37,33,136,222
2019-03,4,155,26,31,132,187
2019-04,3,125,29,21,64,149
2019-05,3,140,25,20,80,229
2019-06,4,119,26,18,71,192
2019-07,5,129,21,20,94,212
2019-08,2,105,19,21,80,180
2019-09,1,133,26,14,78,156
2019-10,2,141,24,19,57,187
2019-11,3,158,27,26,55,174
2019-12,0,86,27,12,38,123
